Unnamed: 0_level_0 Rk,Team,Unnamed: 2_level_0 Age,Unnamed: 3_level_0 W,Unnamed: 4_level_0 L,Unnamed: 5_level_0 PW,Unnamed: 6_level_0 PL,Unnamed: 7_level_0 MOV,Unnamed: 8_level_0 SOS,Unnamed: 9_level_0 SRS,Unnamed: 10_level_0 ORtg,Unnamed: 11_level_0 DRtg,Unnamed: 12_level_0 NRtg,Unnamed: 13_level_0 Pace,Unnamed: 14_level_0 FTr,Unnamed: 15_level_0 3PAr,Unnamed: 16_level_0 TS%,Unnamed: 17_level_0 Unnamed: 17_level_1,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Unnamed: 22_level_0 Unnamed: 22_level_1,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,Unnamed: 27_level_0 Unnamed: 27_level_1,Unnamed: 28_level_0 Arena,Unnamed: 29_level_0 Attend.,Unnamed: 30_level_0 Attend./G,Season
28,Cleveland Cavaliers,24.0,22,50,18,54,-8.44,0.25,-8.19,105.8,114.4,-8.6,97.3,.261,.347,.543,,.508,13.9,23.6,.194,,.556,13.0,76.6,.183,,Rocket Mortgage Fieldhouse,91476,2541,2020-21
29,Orlando Magic,25.6,21,51,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,.240,.356,.527,,.490,11.5,21.6,.186,,.547,11.5,78.2,.169,,Amway Center,126463,3513,2020-21
30,Oklahoma City Thunder,22.8,22,50,15,57,-10.64,0.51,-10.13,103.5,114.0,-10.5,101.0,.242,.399,.539,,.509,14.2,21.2,.176,,.547,11.5,77.9,.167,,Chesapeake Energy Arena,,,2020-21
1,Boston Celtics*,26.1,51,31,59,23,7.28,-0.26,7.02,114.4,106.9,+7.5,96.6,.239,.425,.578,,.542,12.4,24.0,.195,,.502,12.5,77.3,.183,,TD Garden,785396,19156,2021-22
2,Phoenix Suns*,27.5,64,18,59,23,7.50,-0.56,6.94,114.8,107.3,+7.5,99.8,.221,.354,.581,,.549,11.6,22.3,.176,,.510,13.0,77.1,.195,,Phoenix Suns Arena,663171,16175,2021-22
3,Utah Jazz*,29.3,49,33,56,26,6.04,-0.37,5.67,116.7,110.5,+6.2,97.1,.271,.468,.589,,.555,12.7,25.4,.208,,.521,10.9,78.3,.164,,Vivint Smart Home Arena,750546,18306,2021-22
4,Memphis Grizzlies*,24.0,56,26,55,27,5.68,-0.32,5.37,114.6,109.0,+5.6,100.3,.245,.346,.553,,.522,11.2,30.0,.180,,.523,13.3,77.8,.195,,FedEx Forum,646785,15775,2021-22
5,Golden State Warriors*,27.6,53,29,55,27,5.54,-0.02,5.52,112.5,106.9,+5.6,98.4,.235,.456,.582,,.552,13.5,22.8,.181,,.509,13.0,78.7,.201,,Chase Center,740624,18064,2021-22
6,Miami Heat*,28.2,53,29,53,29,4.45,-0.22,4.23,113.7,109.1,+4.6,95.9,.252,.422,.584,,.547,13.4,23.5,.204,,.524,13.8,78.0,.209,,FTX Arena,804761,19628,2021-22
7,Dallas Mavericks*,26.7,52,30,50,32,3.30,-0.18,3.12,112.8,109.4,+3.4,95.4,.249,.439,.572,,.538,11.7,21.3,.192,,.521,12.2,78.0,.185,,American Airlines Center,808037,19708,2021-22
8,Milwaukee Bucks*,28.5,51,31,49,33,3.35,-0.14,3.22,115.1,111.8,+3.3,99.9,.257,.430,.580,,.546,11.9,23.0,.199,,.536,11.6,78.6,.165,,Fiserv Forum,715581,17453,2021-22
9,Philadelphia 76ers*,26.8,51,31,48,34,2.61,-0.04,2.57,113.5,110.8,+2.7,96.2,.282,.376,.578,,.534,11.6,20.1,.232,,.524,12.1,76.8,.192,,Wells Fargo Center,846867,20655,2021-22
10,Minnesota Timberwolves*,24.2,46,36,48,34,2.63,-0.10,2.53,114.3,111.7,+2.6,100.9,.254,.454,.573,,.539,12.4,24.4,.198,,.535,14.2,74.9,.227,,Target Center,657148,16028,2021-22
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2021-22
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2021-22
11,Denver Nuggets*,27.7,48,34,47,35,2.30,-0.15,2.16,114.5,112.1,+2.4,97.8,.244,.416,.590,,.556,13.2,21.9,.194,,.537,11.7,78.3,.188,,Ball Arena,695262,16958,2021-22
12,Toronto Raptors*,24.8,48,34,47,35,2.29,0.08,2.38,112.9,110.5,+2.4,96.0,.234,.375,.543,,.510,11.0,28.4,.177,,.535,14.4,75.6,.199,,Scotiabank Arena,547343,13350,2021-22
13,Cleveland Cavaliers,24.7,44,38,47,35,2.12,-0.08,2.04,111.9,109.7,+2.2,96.1,.261,.387,.571,,.538,13.2,24.0,.198,,.520,12.3,76.5,.172,,Rocket Mortgage Fieldhouse,758228,18493,2021-22
14,Atlanta Hawks*,26.1,43,39,45,37,1.56,-0.01,1.55,116.5,114.9,+1.6,97.7,.253,.390,.581,,.543,10.8,23.0,.205,,.543,11.5,76.9,.177,,State Farm Arena,672742,16408,2021-22
15,Brooklyn Nets*,29.1,44,38,43,39,0.78,0.04,0.82,113.6,112.8,+0.8,99.0,.246,.359,.576,,.540,12.5,23.9,.198,,.521,11.7,75.1,.201,,Barclays Center,711539,17355,2021-22
16,Charlotte Hornets,25.5,43,39,42,40,0.44,0.09,0.53,114.1,113.7,+0.4,100.0,.234,.418,.572,,.544,11.6,23.3,.173,,.544,13.1,74.8,.187,,Spectrum Center,700755,17092,2021-22
17,San Antonio Spurs,24.5,34,48,41,41,0.12,-0.10,0.02,112.4,112.3,+0.1,100.0,.220,.345,.556,,.527,11.1,23.7,.166,,.532,12.1,75.1,.176,,AT&T Center,615588,15014,2021-22
18,Los Angeles Clippers,27.5,42,40,41,41,0.02,0.06,0.09,110.1,110.1,0.0,98.0,.224,.391,.564,,.531,12.5,20.6,.178,,.514,12.0,74.4,.167,,Crypto.com Arena,694005,16927,2021-22
19,New York Knicks,26.0,37,45,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,.280,.428,.550,,.513,12.0,25.1,.208,,.521,11.7,78.8,.198,,Madison Square Garden (IV),763484,18622,2021-22
20,Chicago Bulls*,26.3,46,36,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,.248,.332,.579,,.541,11.8,20.4,.201,,.541,11.9,78.3,.199,,United Center,856148,20882,2021-22
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2021-22
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2021-22
21,New Orleans Pelicans*,25.6,36,46,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,.264,.365,.557,,.517,12.5,26.9,.208,,.547,13.0,78.2,.196,,Smoothie King Center,635941,15511,2021-22
22,Los Angeles Lakers,30.2,33,49,33,49,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,.259,.388,.567,,.537,12.8,21.1,.190,,.540,12.2,75.8,.192,,Crypto.com Arena,764631,18650,2021-22
23,Washington Wizards,25.9,35,47,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,.252,.356,.568,,.532,12.1,20.9,.197,,.529,10.7,76.9,.202,,Capital One Arena,637215,15542,2021-22
24,Indiana Pacers,26.0,25,57,32,50,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,.239,.395,.564,,.531,12.7,25.5,.184,,.552,11.9,76.2,.204,,Gainbridge Fieldhouse,588743,14360,2021-22
25,Sacramento Kings,25.8,30,52,28,54,-5.46,0.20,-5.26,109.9,115.3,-5.4,99.8,.264,.377,.561,,.525,12.5,21.3,.203,,.551,11.9,76.0,.176,,Golden 1 Center,577583,14087,2021-22
26,Detroit Pistons,23.6,23,59,22,60,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,.249,.391,.533,,.494,12.6,23.4,.194,,.541,13.1,75.6,.226,,Little Caesars Arena,663556,16184,2021-22
27,Orlando Magic,23.3,22,60,21,61,-8.00,0.33,-7.67,104.5,112.5,-8.0,99.2,.223,.417,.538,,.503,13.0,19.8,.175,,.532,11.7,77.2,.196,,Amway Center,622881,15192,2021-22
28,Oklahoma City Thunder,22.4,24,58,21,61,-8.10,0.20,-7.90,104.6,112.8,-8.2,98.6,.223,.419,.530,,.497,12.5,21.8,.169,,.533,11.8,76.1,.169,,Paycom Center,595112,14515,2021-22
29,Houston Rockets,24.1,20,62,21,61,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,.284,.448,.565,,.534,14.5,21.7,.202,,.554,12.3,74.4,.206,,Toyota Center,638977,15585,2021-22
30,Portland Trail Blazers,25.6,27,55,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,.248,.422,.550,,.515,13.0,22.9,.188,,.559,12.7,76.9,.222,,Moda Center,705608,17210,2021-22
1,Boston Celtics*,27.4,57,25,57,25,6.52,-0.15,6.38,118.0,111.5,+6.5,98.5,.243,.480,.600,,.566,12.0,22.1,.197,,.528,11.3,78.5,.180,,TD Garden,785396,19156,2022-23
2,Cleveland Cavaliers*,25.4,51,31,55,27,5.38,-0.15,5.23,116.1,110.6,+5.5,95.7,.264,.371,.590,,.556,12.3,23.6,.206,,.535,14.4,76.3,.210,,Rocket Mortgage Fieldhouse,777280,18958,2022-23
3,Philadelphia 76ers*,28.2,54,28,52,30,4.32,0.06,4.37,117.7,113.3,+4.4,96.9,.300,.389,.608,,.563,12.6,21.6,.250,,.541,13.0,77.2,.217,,Wells Fargo Center,839261,20470,2022-23
4,Memphis Grizzlies*,24.4,51,31,51,31,3.94,-0.34,3.60,115.1,111.2,+3.9,101.1,.259,.372,.570,,.540,11.7,26.5,.190,,.526,13.1,75.9,.206,,FedEx Forum,707836,17264,2022-23
5,Milwaukee Bucks*,29.8,58,24,50,32,3.63,-0.02,3.61,115.4,111.9,+3.5,100.5,.248,.446,.583,,.555,12.7,25.0,.184,,.520,10.4,77.8,.175,,Fiserv Forum,718786,17531,2022-23
6,Denver Nuggets*,26.6,53,29,49,33,3.33,-0.29,3.04,117.6,114.2,+3.4,98.1,.259,.361,.601,,.573,13.1,24.8,.194,,.543,12.2,76.4,.201,,Ball Arena,788635,19235,2022-23
7,New York Knicks*,24.5,47,35,48,34,2.93,0.06,2.99,117.8,114.8,+3.0,97.1,.285,.400,.577,,.541,11.4,28.3,.217,,.536,11.4,77.1,.210,,Madison Square Garden (IV),795110,19393,2022-23
8,Sacramento Kings*,25.4,48,34,47,35,2.65,-0.35,2.30,119.4,116.8,+2.6,100.3,.284,.423,.608,,.572,12.0,22.7,.225,,.563,12.6,77.2,.203,,Golden 1 Center,715491,17451,2022-23
9,Phoenix Suns*,28.1,45,37,46,36,2.07,0.01,2.08,115.1,113.0,+2.1,98.2,.241,.362,.570,,.535,12.0,26.6,.191,,.532,12.9,76.0,.234,,Footprint Center,699911,17071,2022-23
10,New Orleans Pelicans,25.9,42,40,46,36,1.89,-0.26,1.63,114.4,112.5,+1.9,99.1,.279,.344,.582,,.543,12.9,24.7,.221,,.543,13.4,77.4,.212,,Smoothie King Center,687691,16773,2022-23
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2022-23
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2022-23
11,Golden State Warriors*,27.3,44,38,45,37,1.80,-0.15,1.66,116.1,114.4,+1.7,101.6,.224,.479,.600,,.571,14.1,24.4,.178,,.540,12.3,76.0,.214,,Chase Center,740624,18064,2022-23
12,Toronto Raptors,25.8,41,41,45,37,1.48,0.12,1.59,115.5,114.0,+1.5,97.1,.257,.351,.555,,.517,10.3,27.8,.201,,.565,15.3,76.7,.223,,Scotiabank Arena,811261,19787,2022-23
13,Chicago Bulls,27.5,40,42,44,38,1.29,0.07,1.37,113.5,112.2,+1.3,98.5,.251,.333,.587,,.550,12.2,20.1,.203,,.544,13.5,77.8,.197,,United Center,841632,20528,2022-23
14,Oklahoma City Thunder,22.8,40,42,44,38,1.09,-0.12,0.96,115.2,114.2,+1.0,101.1,.256,.369,.570,,.531,11.2,24.7,.207,,.547,14.4,72.9,.222,,Paycom Center,636903,15534,2022-23
15,Brooklyn Nets*,28.0,45,37,43,39,0.85,0.18,1.03,115.0,114.1,+0.9,98.3,.260,.397,.598,,.562,12.7,19.6,.208,,.530,12.2,73.7,.212,,Barclays Center,724439,17669,2022-23
16,Los Angeles Lakers*,27.9,43,39,42,40,0.57,-0.15,0.43,114.5,113.9,+0.6,101.3,.299,.351,.582,,.542,12.3,22.8,.232,,.535,10.9,76.3,.171,,Crypto.com Arena,763168,18614,2022-23
17,Los Angeles Clippers*,29.7,44,38,42,40,0.50,-0.19,0.31,115.0,114.5,+0.5,98.0,.278,.387,.588,,.551,12.8,22.9,.217,,.543,11.7,76.6,.195,,Crypto.com Arena,720543,17574,2022-23
18,Atlanta Hawks*,24.9,41,41,42,40,0.29,0.02,0.32,116.6,116.3,+0.3,100.7,.244,.331,.579,,.541,11.2,25.1,.200,,.552,12.4,75.8,.206,,State Farm Arena,719787,17556,2022-23
19,Dallas Mavericks,27.8,38,44,41,41,0.07,-0.22,-0.14,116.8,116.7,+0.1,96.6,.298,.487,.599,,.565,11.4,18.0,.225,,.549,11.9,75.5,.226,,American Airlines Center,827282,20178,2022-23
20,Minnesota Timberwolves*,25.8,42,40,41,41,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,.271,.381,.592,,.560,13.6,21.5,.205,,.540,13.3,74.3,.225,,Target Center,687510,16769,2022-23
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2022-23
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2022-23
21,Miami Heat*,27.7,44,38,40,42,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,.270,.408,.574,,.530,12.4,22.8,.224,,.561,14.5,77.7,.198,,Kaseya Center,807190,19688,2022-23
22,Utah Jazz,26.5,37,45,39,43,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,.265,.421,.584,,.547,13.3,26.8,.209,,.541,10.9,75.2,.205,,Vivint Arena,728240,17762,2022-23
23,Washington Wizards,26.2,35,47,38,44,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,.258,.365,.585,,.550,12.7,22.6,.202,,.540,11.0,76.1,.194,,Capital One Arena,710481,17329,2022-23
24,Orlando Magic,23.1,34,48,35,47,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,.290,.361,.573,,.532,13.4,23.8,.227,,.550,13.1,77.7,.211,,Amway Center,728405,17766,2022-23
25,Indiana Pacers,24.5,35,47,33,49,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,.265,.413,.581,,.545,13.0,23.4,.209,,.554,13.0,72.2,.229,,Gainbridge Fieldhouse,641562,15648,2022-23
26,Portland Trail Blazers,25.1,33,49,31,51,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,.289,.413,.589,,.549,13.1,22.4,.230,,.563,12.1,74.9,.217,,Moda Center,767374,18716,2022-23
27,Charlotte Hornets,25.3,27,55,26,56,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,.261,.360,.550,,.516,12.3,23.8,.195,,.544,12.5,75.5,.211,,Spectrum Center,702052,17123,2022-23
28,Houston Rockets,22.1,22,60,23,59,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,.285,.359,.554,,.516,14.0,30.2,.215,,.564,11.8,75.8,.218,,Toyota Center,668865,16314,2022-23
29,Detroit Pistons,24.1,17,65,22,60,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,.295,.372,.561,,.520,13.3,24.9,.227,,.557,11.9,74.0,.231,,Little Caesars Arena,759715,18596,2022-23
30,San Antonio Spurs,23.9,22,60,19,63,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,.229,.348,.554,,.525,13.0,25.6,.170,,.576,12.0,74.9,.201,,AT&T Center,694434,15508,2022-23
1,Boston Celtics*,28.2,64,18,66,16,11.34,-0.60,10.75,123.2,111.6,+11.6,97.2,.224,.471,.609,,.578,10.8,24.9,.180,,.523,10.8,76.3,.145,,TD Garden,785396,19156,2023-24
2,Oklahoma City Thunder*,23.4,57,25,58,24,7.41,-0.05,7.36,119.5,112.1,+7.4,99.8,.240,.383,.608,,.573,11.4,21.1,.198,,.530,13.6,73.8,.202,,Paycom Center,715509,17451,2023-24
3,Minnesota Timberwolves*,27.2,56,26,57,25,6.45,-0.07,6.39,115.6,109.0,+6.6,97.1,.270,.384,.594,,.559,13.0,23.2,.209,,.515,12.9,76.9,.197,,Target Center,738984,18024,2023-24
4,Denver Nuggets*,27.1,57,25,54,28,5.26,-0.03,5.23,118.5,113.0,+5.5,96.8,.224,.352,.589,,.562,11.5,25.5,.170,,.526,11.2,75.6,.195,,Ball Arena,807062,19684,2023-24
5,New York Knicks*,26.4,50,32,53,29,4.59,-0.23,4.36,118.2,113.4,+4.8,95.2,.246,.404,.574,,.540,11.9,29.4,.192,,.543,12.3,76.1,.176,,Madison Square Garden (IV),808885,19729,2023-24
6,New Orleans Pelicans*,26.0,49,33,52,30,4.41,0.05,4.46,117.4,112.9,+4.5,97.9,.261,.373,.591,,.558,11.8,24.4,.202,,.541,12.9,76.9,.186,,Smoothie King Center,692054,17301,2023-24
7,Los Angeles Clippers*,30.4,51,31,49,33,3.28,0.13,3.41,118.8,115.4,+3.4,97.2,.256,.383,.599,,.561,12.0,24.4,.211,,.541,11.7,74.8,.183,,Crypto.com Arena,776782,18946,2023-24
8,Philadelphia 76ers*,28.4,47,35,49,33,3.05,-0.54,2.51,116.9,113.8,+3.1,97.5,.264,.373,.574,,.532,10.7,24.8,.218,,.537,13.1,74.3,.215,,Wells Fargo Center,821714,20042,2023-24
9,Phoenix Suns*,29.3,49,33,49,33,3.06,0.02,3.08,117.6,114.6,+3.0,98.3,.271,.378,.603,,.565,13.4,25.0,.219,,.536,11.3,75.6,.178,,Footprint Center,699911,17071,2023-24
10,Indiana Pacers*,25.3,47,35,48,34,3.05,-0.30,2.75,121.0,118.0,+3.0,101.7,.222,.380,.606,,.578,11.3,23.8,.173,,.556,12.1,74.1,.228,,Gainbridge Fieldhouse,677554,16526,2023-24
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2023-24
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2023-24
11,Golden State Warriors,28.4,46,36,47,35,2.61,0.16,2.77,117.8,115.2,+2.6,99.2,.219,.425,.586,,.557,12.5,27.5,.171,,.539,11.5,76.1,.195,,Chase Center,740624,18064,2023-24
12,Milwaukee Bucks*,30.2,49,33,47,35,2.62,-0.18,2.44,118.4,115.8,+2.6,99.9,.270,.430,.601,,.568,11.5,21.8,.209,,.539,10.6,77.2,.189,,Fiserv Forum,740850,17659,2023-24
13,Cleveland Cavaliers*,26.2,48,34,47,35,2.41,-0.44,1.98,115.2,112.7,+2.5,97.2,.234,.422,.586,,.557,12.4,23.2,.179,,.535,12.3,76.9,.190,,Rocket Mortgage Fieldhouse,793167,19432,2023-24
14,Dallas Mavericks*,26.5,50,32,46,36,2.21,0.09,2.30,117.6,115.4,+2.2,100.1,.251,.441,.592,,.562,11.2,22.2,.190,,.548,12.1,75.2,.184,,American Airlines Center,828897,20217,2023-24
15,Orlando Magic*,24.0,47,35,46,36,2.02,-0.55,1.48,113.4,111.3,+2.1,96.9,.287,.369,.577,,.541,13.3,25.3,.218,,.543,13.8,78.1,.206,,Kia Center,773939,18849,2023-24
16,Miami Heat*,28.0,46,36,46,36,1.76,-0.66,1.10,114.0,112.2,+1.8,96.2,.257,.394,.578,,.538,11.7,21.8,.210,,.543,12.7,78.1,.174,,Kaseya Center,809743,19750,2023-24
17,Sacramento Kings,26.4,46,36,45,37,1.74,0.55,2.29,116.9,115.2,+1.7,98.8,.229,.432,.582,,.556,11.6,24.5,.171,,.555,12.5,78.4,.213,,Golden 1 Center,735015,17927,2023-24
18,Houston Rockets,25.1,41,41,44,38,1.12,0.12,1.24,114.5,113.4,+1.1,99.0,.257,.397,.565,,.529,11.2,25.1,.199,,.533,12.2,76.0,.219,,Toyota Center,720045,17562,2023-24
19,Los Angeles Lakers*,28.0,47,35,42,40,0.60,0.48,1.07,115.9,115.3,+0.6,100.9,.276,.358,.601,,.566,12.5,19.9,.216,,.550,11.7,76.2,.153,,Crypto.com Arena,793945,18925,2023-24
20,Chicago Bulls,28.1,39,43,37,45,-1.44,-0.33,-1.77,114.9,116.3,-1.4,96.3,.236,.358,.568,,.534,11.0,25.1,.187,,.556,12.7,76.4,.195,,United Center,845620,20625,2023-24
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2023-24
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2023-24
21,Atlanta Hawks,26.2,36,46,36,46,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,.251,.408,.576,,.539,11.6,27.1,.200,,.572,12.4,75.2,.192,,State Farm Arena,696418,16986,2023-24
22,Brooklyn Nets,26.1,32,50,34,48,-2.89,-0.13,-3.02,113.2,116.1,-2.9,96.9,.234,.412,.561,,.531,11.8,25.2,.177,,.543,11.4,76.0,.193,,Barclays Center,720291,17568,2023-24
23,Utah Jazz,25.1,31,51,29,53,-4.89,0.68,-4.22,115.5,120.4,-4.9,99.5,.251,.406,.579,,.539,13.6,28.1,.209,,.567,10.9,75.2,.182,,Delta Center,746446,18206,2023-24
24,San Antonio Spurs,23.0,22,60,26,56,-6.49,0.69,-5.80,110.0,116.4,-6.4,101.1,.220,.401,.563,,.532,13.2,22.9,.172,,.555,11.7,76.4,.174,,Frost Bank Center,742522,18211,2023-24
25,Toronto Raptors,25.9,25,57,26,56,-6.44,-0.01,-6.45,112.3,118.8,-6.5,99.4,.241,.369,.566,,.535,12.4,24.2,.182,,.566,12.2,73.9,.172,,Scotiabank Arena,800129,19515,2023-24
26,Memphis Grizzlies,24.4,27,55,24,58,-7.00,0.43,-6.57,107.2,114.3,-7.1,98.2,.238,.428,.543,,.509,13.4,23.8,.182,,.551,13.5,74.8,.195,,FedEx Forum,681875,16631,2023-24
27,Detroit Pistons,23.8,14,68,20,62,-9.11,0.05,-9.06,109.7,118.8,-9.1,99.8,.246,.360,.562,,.526,13.5,23.9,.193,,.558,11.1,77.3,.221,,Little Caesars Arena,726378,18159,2023-24
28,Washington Wizards,24.9,15,67,20,62,-9.29,0.00,-9.29,110.5,119.6,-9.1,102.7,.221,.389,.567,,.538,12.2,20.0,.169,,.562,12.0,72.5,.201,,Capital One Arena,692851,16899,2023-24
29,Portland Trail Blazers,24.1,21,61,20,62,-9.02,0.74,-8.29,108.3,117.5,-9.2,97.2,.228,.370,.539,,.503,13.4,27.5,.181,,.558,12.8,74.0,.216,,Moda Center,751395,18327,2023-24
30,Charlotte Hornets,25.1,21,61,18,64,-10.24,0.13,-10.12,109.3,119.8,-10.5,97.3,.212,.391,.560,,.529,12.6,21.1,.167,,.572,12.3,74.5,.188,,Spectrum Center,674400,16449,2023-24
